episode_index,frame_index,replay_time_s,x_m,y_m,z_m,gripper_command_m,gripper_command_mm,gripper_source
4,0,0.0,0.46533289696317687,0.030950875278615494,0.15819686561852675,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,1,0.01666666753590107,0.4649717829746342,0.030758621424833977,0.1584839224543686,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,2,0.03333333507180214,0.4647366536112231,0.030640974010508734,0.15890320915541253,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,3,0.05000000074505806,0.46440736344444306,0.030534703292929222,0.15944061106419133,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,4,0.06666667014360428,0.46401493587469217,0.030535415499261902,0.16011102072034955,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,5,0.0833333358168602,0.4634665106871906,0.030538097540799804,0.16093391735411336,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,6,0.10000000149011612,0.4638663893413856,0.030688229997733848,0.16242048479142468,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,7,0.11666666716337204,0.4641643887937691,0.030784594749350688,0.16406386348604748,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,8,0.13333334028720856,0.4642953371292044,0.030740386671276015,0.16583412756184585,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,9,0.15000000596046448,0.4647036320539049,0.03063510244061028,0.16786700994383533,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,10,0.1666666716337204,0.46525869916852364,0.03040569793844478,0.17009233102481733,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,11,0.18333333730697632,0.46563370627914186,0.0300486427221143,0.17235169918444826,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,12,0.20000000298023224,0.46590305094496104,0.02957108419056103,0.17462789936108272,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,13,0.21666666865348816,0.466881982416161,0.02917700907141819,0.17724657378393843,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,14,0.23333333432674408,0.46845823097262834,0.028843879113023,0.1801700373727196,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,15,0.25,0.4702649139975248,0.028503987182056392,0.18319817033745048,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,16,0.2666666805744171,0.47139428457051585,0.028037937467275436,0.18595994348789882,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,17,0.28333333134651184,0.4730473330602488,0.02755541424891018,0.1889127059606723,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,18,0.30000001192092896,0.47525746044172174,0.02704986403143603,0.19210079500867047,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,19,0.3166666626930237,0.47700055587204004,0.026416709962879616,0.19508519193931212,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,20,0.3333333432674408,0.4789480049888539,0.02573796058231502,0.19809553385546855,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,21,0.3499999940395355,0.48142738785592426,0.025094448393180573,0.2012532033487002,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
4,22,0.36666667461395264,0.48381138310873734,0.024486680115894735,0.20430799236504132,0.04845714569091797,48.45714569091797,observation.state.box_gripper.distance_m
