episode_index,frame_index,replay_time_s,x_m,y_m,z_m,gripper_command_m,gripper_command_mm,gripper_source
1,0,0.0,0.49983002860141035,0.03036261316669126,0.14171723330359218,0.04571463167667389,45.71463167667389,observation.state.box_gripper.distance_m
1,1,0.01666666753590107,0.49958414621072905,0.029838905273551597,0.14185938737802523,0.04571463167667389,45.71463167667389,observation.state.box_gripper.distance_m
1,2,0.03333333507180214,0.499097099090862,0.02918437464057791,0.14196788951173156,0.0455799400806427,45.5799400806427,observation.state.box_gripper.distance_m
1,3,0.05000000074505806,0.49923808938891506,0.028765507687888252,0.14227925515471557,0.045284125953912735,45.284125953912735,observation.state.box_gripper.distance_m
1,4,0.06666667014360428,0.4986730909579071,0.028187854297034024,0.14246516802420173,0.04496154189109802,44.96154189109802,observation.state.box_gripper.distance_m
1,5,0.0833333358168602,0.49843858183582257,0.027887553722185984,0.14282376652389986,0.04463811218738556,44.63811218738556,observation.state.box_gripper.distance_m
1,6,0.10000000149011612,0.4986236985747234,0.02792985052090448,0.14341864627067735,0.04430336505174637,44.30336505174637,observation.state.box_gripper.distance_m
1,7,0.11666666716337204,0.4993298006268243,0.028274363899808797,0.14430464989152703,0.043962471187114716,43.962471187114716,observation.state.box_gripper.distance_m
1,8,0.13333334028720856,0.4992916526172229,0.028307915610258107,0.1451510369239977,0.04362592473626137,43.62592473626137,observation.state.box_gripper.distance_m
1,9,0.15000000596046448,0.4987949932723331,0.0279287411234389,0.14602386871410208,0.043309614062309265,43.309614062309265,observation.state.box_gripper.distance_m
1,10,0.1666666716337204,0.49901041982953354,0.027744395988832278,0.14728123476620877,0.043024271726608276,43.024271726608276,observation.state.box_gripper.distance_m
1,11,0.18333333730697632,0.4998268359882215,0.027816991030442884,0.1488958310828625,0.042775414884090424,42.775414884090424,observation.state.box_gripper.distance_m
1,12,0.20000000298023224,0.5001002476700103,0.02768093685359609,0.15059322353265295,0.04256855696439743,42.56855696439743,observation.state.box_gripper.distance_m
1,13,0.21666666865348816,0.5011150741143592,0.027756740462155594,0.15279183410500713,0.0423932746052742,42.3932746052742,observation.state.box_gripper.distance_m
1,14,0.23333333432674408,0.5017456854112887,0.027590150816613316,0.15516905134871692,0.042255014181137085,42.255014181137085,observation.state.box_gripper.distance_m
1,15,0.25,0.5019772280469396,0.02720531872003712,0.15760749652719033,0.042143236845731735,42.143236845731735,observation.state.box_gripper.distance_m
1,16,0.2666666805744171,0.5029439106176784,0.027164141393346133,0.16043874415495823,0.04205268248915672,42.05268248915672,observation.state.box_gripper.distance_m
1,17,0.28333333134651184,0.5047694123353416,0.027403076820353624,0.16367144746863713,0.04198339208960533,41.98339208960533,observation.state.box_gripper.distance_m
1,18,0.30000001192092896,0.5062439205909344,0.027539857256155435,0.16692288414977877,0.04192473739385605,41.92473739385605,observation.state.box_gripper.distance_m
1,19,0.3166666626930237,0.5078704949919167,0.027601774194598853,0.17032766914259267,0.041871391236782074,41.871391236782074,observation.state.box_gripper.distance_m
1,20,0.3333333432674408,0.5097251024403595,0.027719220497404464,0.17392607620341405,0.041839372366666794,41.839372366666794,observation.state.box_gripper.distance_m
1,21,0.3499999940395355,0.5113806906799506,0.02777978399007167,0.1775956452416198,0.04179667308926582,41.79667308926582,observation.state.box_gripper.distance_m
1,22,0.36666667461395264,0.5129158466236002,0.027842501116080977,0.18133209171741654,0.04177531599998474,41.77531599998474,observation.state.box_gripper.distance_m
1,23,0.38333332538604736,0.5146218343786289,0.027949846717510128,0.185203420401896,0.04175395891070366,41.75395891070366,observation.state.box_gripper.distance_m
1,24,0.4000000059604645,0.5167540271169165,0.028100731290058276,0.18926902137345214,0.04173259437084198,41.73259437084198,observation.state.box_gripper.distance_m
1,25,0.4166666567325592,0.5186733393232358,0.02813890818036669,0.19331827055950562,0.0417112298309803,41.7112298309803,observation.state.box_gripper.distance_m
1,26,0.4333333373069763,0.5205888591156688,0.028302833481899763,0.1974218067541966,0.041705887764692307,41.70588776469231,observation.state.box_gripper.distance_m
1,27,0.44999998807907104,0.5229010452787763,0.02857158608248634,0.2016521292349992,0.04169520363211632,41.69520363211632,observation.state.box_gripper.distance_m
1,28,0.46666666865348816,0.5254170466778135,0.028954172117620913,0.2059330572632496,0.04168451577425003,41.68451577425003,observation.state.box_gripper.distance_m
1,29,0.4833333194255829,0.5285514034423155,0.029464223086739905,0.21038724071357864,0.04167383164167404,41.67383164167404,observation.state.box_gripper.distance_m
1,30,0.5,0.5310274629602346,0.029750843368402235,0.21456544372328282,0.04166848957538605,41.66848957538605,observation.state.box_gripper.distance_m
1,31,0.5166666507720947,0.5343554294169447,0.030318596995013596,0.21906739776278103,0.04165780171751976,41.65780171751976,observation.state.box_gripper.distance_m
1,32,0.5333333611488342,0.5371363856391842,0.030684797068316276,0.22333786710175443,0.04165245592594147,41.65245592594147,observation.state.box_gripper.distance_m
1,33,0.550000011920929,0.5395628955352013,0.030814572131062777,0.22735132349011986,0.04164176806807518,41.64176806807518,observation.state.box_gripper.distance_m
1,34,0.5666666626930237,0.5414888920535034,0.03072144371350203,0.23100203058055266,0.041631076484918594,41.631076484918594,observation.state.box_gripper.distance_m
1,35,0.5833333134651184,0.5444521994644516,0.030784357824729245,0.23489305201361027,0.04162038862705231,41.62038862705231,observation.state.box_gripper.distance_m
1,36,0.6000000238418579,0.5479200390043062,0.03091100662952884,0.2387978856106798,0.041615042835474014,41.615042835474014,observation.state.box_gripper.distance_m
1,37,0.6166666746139526,0.5504149036073047,0.030834198785375442,0.24198243206331518,0.041615042835474014,41.615042835474014,observation.state.box_gripper.distance_m
1,38,0.6333333253860474,0.5532941300316885,0.030822831011538078,0.24505439415001534,0.041615042835474014,41.615042835474014,observation.state.box_gripper.distance_m
1,39,0.6499999761581421,0.5562768469083157,0.03086993005659432,0.24790798681281048,0.041615042835474014,41.615042835474014,observation.state.box_gripper.distance_m
1,40,0.6666666865348816,0.5594254277062479,0.03100551195158852,0.2505181946690715,0.041615042835474014,41.615042835474014,observation.state.box_gripper.distance_m
1,41,0.6833333373069763,0.5627074454880299,0.031186333882252653,0.2528668526914321,0.041615042835474014,41.615042835474014,observation.state.box_gripper.distance_m
1,42,0.699999988079071,0.5658867858235765,0.03139499401966942,0.2548820106835024,0.041615042835474014,41.615042835474014,observation.state.box_gripper.distance_m
1,43,0.7166666388511658,0.5690062739677865,0.03160296268030458,0.25658891023526664,0.041615042835474014,41.615042835474014,observation.state.box_gripper.distance_m
1,44,0.7333333492279053,0.5721566949158226,0.031807950503946865,0.2580460250450368,0.04162038862705231,41.62038862705231,observation.state.box_gripper.distance_m
1,45,0.75,0.5751436068437017,0.03195816544136597,0.25921522804715746,0.04162038862705231,41.62038862705231,observation.state.box_gripper.distance_m
1,46,0.7666666507720947,0.5781463186449662,0.032070073270723906,0.2602018083801834,0.04163642227649689,41.63642227649689,observation.state.box_gripper.distance_m
1,47,0.7833333611488342,0.5809487526671592,0.03212414196382989,0.26095481808493615,0.041647110134363174,41.647110134363174,observation.state.box_gripper.distance_m
1,48,0.800000011920929,0.5838222927564578,0.032138194871715174,0.26157609678275623,0.04165245592594147,41.65245592594147,observation.state.box_gripper.distance_m
1,49,0.8166666626930237,0.5869781360521382,0.032165088842512866,0.26213143880500245,0.04165245592594147,41.65245592594147,observation.state.box_gripper.distance_m
1,50,0.8333333134651184,0.590102267148387,0.032074321905764085,0.2624885359379891,0.04165780171751976,41.65780171751976,observation.state.box_gripper.distance_m
1,51,0.8500000238418579,0.5930665285676766,0.03193376494437376,0.2625967667363056,0.04165780171751976,41.65780171751976,observation.state.box_gripper.distance_m
1,52,0.8666666746139526,0.5957806918581862,0.03175159265165962,0.2624229066170798,0.041663143783807755,41.663143783807755,observation.state.box_gripper.distance_m
1,53,0.8833333253860474,0.5985131439635921,0.03157051649195922,0.26209465230091905,0.04166848957538605,41.66848957538605,observation.state.box_gripper.distance_m
1,54,0.8999999761581421,0.601533965620718,0.031462256693783865,0.2617204608380825,0.04166848957538605,41.66848957538605,observation.state.box_gripper.distance_m
1,55,0.9166666865348816,0.6048227598990608,0.031372589453233,0.2613035141196897,0.04167383164167404,41.67383164167404,observation.state.box_gripper.distance_m
1,56,0.9333333373069763,0.608403879442919,0.031209740635315668,0.26086200806424803,0.04167383164167404,41.67383164167404,observation.state.box_gripper.distance_m
1,57,0.949999988079071,0.6105652872508902,0.03065778356604626,0.2594368004490391,0.04167383164167404,41.67383164167404,observation.state.box_gripper.distance_m
1,58,0.9666666388511658,0.6129895245122998,0.03001221064419858,0.2579981343736024,0.041679173707962036,41.679173707962036,observation.state.box_gripper.distance_m
1,59,0.9833333492279053,0.6153925696611974,0.029345046390944297,0.25647694785603004,0.04168451577425003,41.68451577425003,observation.state.box_gripper.distance_m
1,60,1.0,0.6178840938925511,0.028715902903858507,0.2549293645983212,0.04168451577425003,41.68451577425003,observation.state.box_gripper.distance_m
